Number,Platform,Date,Passed Day,Meta Score,User Score
544,Xbox One,2020-02-26,1036,90.0,8.0
545,PlayStation 3,2012-10-02,3739,90.0,8.0
546,PC,2008-12-02,5139,90.0,7.1
547,PC,2011-03-15,4306,90.0,8.3
548,PC,2009-03-03,5048,90.0,7.0
549,Xbox One,2021-05-14,593,90.0,6.9
550,Xbox 360,2013-09-03,3403,90.0,8.2
551,PC,2022-09-27,92,90.0,7.8
552,Switch,2021-12-15,378,90.0,7.0
553,PlayStation 5,2021-12-07,386,90.0,9.0
554,PlayStation 4,2018-10-02,1548,90.0,9.0
555,Switch,2018-02-16,1776,90.0,8.7
556,PC,2016-07-20,2352,90.0,6.3
557,Wii U,2014-07-02,3101,90.0,7.7
558,Xbox 360,2011-10-04,4103,90.0,7.8
559,PlayStation 2,2003-09-09,7050,90.0,7.0
560,PlayStation 2,2001-01-30,8002,90.0,8.7
561,PlayStation,2000-08-22,8163,90.0,6.8
562,PlayStation,1999-09-07,8513,90.0,8.7
563,Nintendo 64,1999-02-28,8704,90.0,7.7
564,PC,1996-11-22,9532,90.0,8.8
565,PC,2015-10-13,2633,89.0,9.0
566,PC,2002-03-26,7582,89.0,8.7
567,PlayStation 3,2009-07-23,4906,89.0,8.2
568,Xbox,2005-07-05,6385,89.0,7.9
569,Xbox One,2020-11-10,778,89.0,8.6
570,PC,2019-01-25,1433,89.0,9.0
571,Xbox 360,2012-09-18,3753,89.0,8.3
572,PSP,2010-07-05,4559,89.0,7.6
573,PC,2019-03-07,1392,89.0,8.6
574,PlayStation 3,2012-10-09,3732,89.0,8.1
575,Switch,2020-05-29,943,89.0,8.8
576,Xbox 360,2005-11-17,6250,89.0,8.3
577,Xbox,2005-09-13,6315,89.0,8.5
578,PlayStation 2,2005-11-15,6252,89.0,8.7
579,Game Boy Advance,2004-02-09,6897,89.0,8.9
580,3DS,2015-02-13,2875,89.0,8.9
581,Wii U,2013-10-13,3363,89.0,6.4
582,PC,2012-04-24,3900,89.0,8.8
583,PlayStation 2,2003-09-22,7037,89.0,8.6
584,PC,2002-11-01,7362,89.0,8.8
585,GameCube,2001-12-02,7696,89.0,8.7
586,GameCube,2001-11-17,7711,89.0,5.2
587,PC,2000-11-05,8088,89.0,8.7
588,Dreamcast,2000-10-16,8108,89.0,8.4
589,PlayStation,1999-08-31,8520,89.0,8.6
590,PlayStation 4,2019-09-06,1209,89.0,8.4
591,Xbox 360,2010-09-08,4494,89.0,8.4
592,Xbox Series X,2022-09-20,99,89.0,7.2
593,Switch,2018-08-07,1604,89.0,8.3
594,PC,2016-04-11,2452,89.0,8.6
595,Xbox 360,2008-01-30,5446,89.0,8.0
596,PlayStation 2,2005-02-08,6532,89.0,8.5
597,PlayStation 3,2009-10-06,4831,89.0,8.7
598,PC,2015-03-26,2834,89.0,8.3
599,PC,2002-05-01,7546,89.0,8.8
600,Xbox 360,2007-03-21,5761,89.0,8.6
601,Switch,2018-08-28,1583,89.0,7.9
602,Xbox One,2019-06-25,1282,89.0,7.0
603,Xbox Series X,2021-03-26,642,89.0,8.7
604,Xbox 360,2008-10-21,5181,89.0,6.7
605,PlayStation 4,2016-10-13,2267,89.0,7.5
606,PC,2013-10-22,3354,89.0,7.9
607,PlayStation 2,2002-11-10,7353,89.0,7.8
608,PlayStation,2001-06-29,7852,89.0,8.8
609,PC,1997-10-09,9211,89.0,8.8
610,Wii,2009-09-09,4858,89.0,7.4
611,Xbox 360,2010-11-16,4425,89.0,8.4
612,Xbox 360,2009-11-17,4789,89.0,8.5
613,PC,2006-04-28,6088,89.0,8.2
614,PC,2004-12-07,6595,89.0,8.3
615,PC,2018-08-07,1604,89.0,8.1
616,PC,2020-08-06,874,89.0,8.7
617,Wii U,2016-09-01,2309,89.0,8.5
618,PC,2019-01-23,1435,89.0,7.6
619,Xbox 360,2008-11-17,5154,89.0,7.9
620,PC,2008-11-17,5154,89.0,9.0
621,PC,2009-11-16,4790,89.0,8.4
622,PlayStation 4,2016-10-28,2252,89.0,8.6
623,PC,2017-08-24,1952,89.0,7.3
624,PlayStation 4,2016-04-12,2451,89.0,9.0
625,3DS,2015-08-20,2687,89.0,7.9
626,Xbox,2005-04-12,6469,89.0,8.5
627,GameCube,2003-10-27,7002,89.0,7.7
628,Xbox,2002-11-19,7344,89.0,6.5
629,PlayStation 2,2002-10-08,7386,89.0,7.8
630,PC,2002-02-14,7622,89.0,5.6
631,Dreamcast,2001-01-29,8003,89.0,8.4
632,Nintendo 64,1999-10-31,8459,89.0,9.0
633,PlayStation,1996-08-25,9621,89.0,8.3
634,PlayStation 3,2010-11-16,4425,89.0,7.5
635,GameCube,2003-08-26,7064,89.0,8.6
636,PC,2008-05-28,5327,89.0,8.6
637,Switch,2021-02-12,684,89.0,8.7
638,Xbox 360,2011-10-04,4103,89.0,8.7
639,PC,2022-03-24,279,89.0,7.1
640,Xbox,2005-02-08,6532,89.0,7.9
641,PlayStation 2,2002-10-01,7393,89.0,8.4
642,Xbox 360,2009-10-29,4808,89.0,8.6
643,PC,2021-08-25,490,89.0,7.3
644,Game Boy Advance,2005-01-10,6561,89.0,8.9
645,Xbox,2004-07-15,6740,89.0,7.8
646,GameCube,2003-07-16,7105,89.0,6.8
647,PC,2002-10-29,7365,89.0,7.4
648,Xbox,2001-12-10,7688,89.0,6.8
649,PC,2000-09-07,8147,89.0,8.8
650,PlayStation 4,2018-11-09,1510,89.0,7.5
651,Xbox 360,2012-04-13,3911,89.0,6.2
652,Wii,2010-03-22,4664,89.0,8.6
653,Xbox One,2015-04-07,2822,89.0,7.8
654,PC,2012-11-21,3689,89.0,8.6
655,PC,2005-04-26,6455,89.0,8.4
656,PC,2012-09-17,3754,89.0,8.2
657,Xbox,2006-02-07,6168,89.0,7.1
658,Switch,2022-07-29,152,89.0,8.5
659,Wii,2009-09-01,4866,89.0,6.9
660,PlayStation 2,2001-11-01,7727,89.0,8.7
661,PC,2001-07-23,7828,89.0,9.0
662,PlayStation 5,2021-06-10,566,89.0,8.3
663,Xbox One,2018-09-25,1555,89.0,8.8
664,3DS,2015-07-23,2715,89.0,7.7
665,PC,2014-04-21,3173,89.0,7.2
666,GameCube,2004-03-09,6868,89.0,6.7
667,GameCube,2003-09-22,7037,89.0,6.4
668,PlayStation 2,2003-04-08,7204,89.0,7.8
669,Xbox,2001-12-12,7686,89.0,8.2
670,Switch,2019-07-26,1251,89.0,8.8
671,PC,2022-06-30,181,89.0,8.3
672,PC,2007-09-18,5580,89.0,8.1
673,Xbox 360,2006-03-07,6140,89.0,8.3
674,PlayStation 3,2010-09-28,4474,89.0,8.0
675,Switch,2022-10-06,83,89.0,7.0
676,PlayStation 4,2017-06-20,2017,89.0,8.6
677,PlayStation 3,2011-08-23,4145,89.0,8.3
678,Xbox One,2016-12-14,2205,89.0,7.8
679,DS,2005-10-04,6294,89.0,8.5
680,Xbox,2003-04-28,7184,89.0,8.0
681,Dreamcast,2001-06-18,7863,89.0,8.5
682,PC,2001-02-06,7995,89.0,7.4
683,PC,1996-01-29,9830,89.0,8.7
684,PlayStation 3,2011-05-17,4243,89.0,7.8
685,PlayStation 4,2021-03-26,642,89.0,8.9
686,Xbox Series X,2021-03-26,642,89.0,6.6
687,Switch,2018-08-09,1602,89.0,8.4
688,PlayStation 4,2015-04-07,2822,89.0,7.7
689,PC,2004-03-23,6854,89.0,8.0
690,PC,2015-12-05,2580,89.0,7.8
691,Xbox 360,2008-10-13,5189,89.0,8.8
692,PC,2017-07-20,1987,89.0,7.9
693,PC,2011-09-27,4110,89.0,7.2
694,PlayStation 3,2012-10-09,3732,89.0,8.2
695,PC,2012-10-08,3733,89.0,8.2
696,PC,2012-03-06,3949,89.0,6.0
697,PC,2003-05-20,7162,89.0,8.8
698,Switch,2022-11-11,47,89.0,7.7
699,Switch,2021-11-23,400,89.0,8.1
700,PlayStation 4,2019-02-04,1423,89.0,6.9
701,PlayStation 2,2008-04-22,5363,89.0,7.7
702,GameCube,2003-04-09,7203,89.0,8.7
703,Xbox,2003-03-10,7233,89.0,7.3
704,PC,2003-02-14,7257,89.0,7.9
705,PC,2000-06-14,8232,89.0,7.7
706,PlayStation,1998-01-21,9107,89.0,9.3
707,PC,1997-10-31,9189,89.0,9.0
708,PC,2017-08-09,1967,89.0,7.1
709,Xbox 360,2012-10-23,3718,89.0,8.5
710,PlayStation 3,2011-11-08,4068,89.0,8.9
711,PC,2011-10-25,4082,89.0,7.6
712,PlayStation 4,2021-08-10,505,89.0,6.7
713,PlayStation 3,2011-01-25,4355,89.0,8.6
714,PC,2002-09-10,7414,89.0,8.5
715,PlayStation 4,2020-02-14,1048,89.0,8.7
716,PlayStation,1998-05-05,9003,89.0,8.7
717,Xbox 360,2011-08-23,4145,89.0,8.4
718,Xbox,2004-06-01,6784,89.0,8.9
719,Xbox 360,2012-11-21,3689,89.0,8.2
720,PC,2002-08-12,7443,89.0,7.1
721,Nintendo 64,2000-11-17,8076,89.0,8.5
722,PlayStation 2,2005-02-22,6518,89.0,8.7
723,PlayStation 4,2014-11-18,2962,89.0,7.5
724,Xbox 360,2009-09-09,4858,89.0,8.5
725,Game Boy Advance,2003-06-24,7127,89.0,8.8
726,PC,2009-12-08,4768,89.0,8.2
727,PC,2021-03-26,642,89.0,8.8
728,PC,2018-10-18,1532,89.0,8.5
729,PSP,2005-03-22,6490,89.0,6.8
730,Xbox 360,2011-05-17,4243,89.0,7.9
731,PlayStation 3,2007-10-23,5545,89.0,8.8
732,Xbox 360,2009-03-11,5040,89.0,7.7
733,Xbox,2006-10-24,5909,89.0,8.1
734,PlayStation 4,2020-09-04,845,89.0,8.7
735,DS,2006-05-15,6071,89.0,8.5
736,PlayStation 2,2001-09-24,7765,89.0,8.4
737,PlayStation 4,2016-10-18,2262,89.0,7.9
738,PSP,2010-06-08,4586,89.0,8.6
739,Xbox 360,2007-10-30,5538,89.0,7.8
740,Game Boy Advance,2003-05-21,7161,89.0,8.6
741,PlayStation 5,2022-04-27,245,89.0,8.1
742,PlayStation 3,2007-12-11,5496,89.0,8.2
743,PlayStation 2,2002-01-12,7655,89.0,8.0
744,PlayStation,1999-09-30,8490,89.0,7.7
745,3DS,2012-04-05,3919,89.0,7.5
746,Xbox One,2015-09-15,2661,89.0,5.3
747,Xbox 360,2010-10-05,4467,89.0,8.3
748,PlayStation 5,2021-03-30,638,89.0,7.9
749,PlayStation 4,2017-02-28,2129,89.0,8.4
750,PlayStation 3,2010-10-05,4467,89.0,7.9
751,PC,2022-08-25,125,89.0,7.8
752,Xbox One,2017-05-16,2052,89.0,8.0
753,PlayStation 4,2014-09-03,3038,89.0,6.9
754,PlayStation 3,2011-10-04,4103,89.0,8.9
755,PC,2016-02-26,2497,89.0,8.8
756,PC,2003-12-02,6966,89.0,8.5
757,PlayStation 5,2020-11-12,776,89.0,8.4
758,PC,2017-04-24,2074,89.0,8.4
759,Xbox,2003-10-28,7001,89.0,7.9
760,PlayStation 2,2003-10-21,7008,89.0,8.4
761,Xbox,2003-09-22,7037,89.0,7.2
762,GameCube,2003-04-10,7202,89.0,8.2
763,GameCube,2002-12-11,7322,89.0,6.2
764,PlayStation 2,2001-06-18,7863,89.0,8.5
765,PC,1998-11-02,8822,89.0,8.5
766,Xbox 360,2008-01-22,5454,88.0,7.0
767,PC,2019-10-10,1175,88.0,8.2
768,PSP,2005-03-16,6496,88.0,8.0
769,PlayStation 3,2009-09-09,4858,88.0,8.1
770,Switch,2020-08-18,862,88.0,8.5
771,PC,2017-08-29,1947,88.0,8.0
772,Xbox One,2015-11-10,2605,88.0,6.6
773,Switch,2022-06-16,195,88.0,7.8
774,PC,2018-12-10,1479,88.0,8.4
775,PlayStation 2,2004-09-20,6673,88.0,8.1
776,PC,2003-07-29,7092,88.0,7.8
777,GameCube,2003-04-28,7184,88.0,8.3
778,PC,2002-08-19,7436,88.0,8.6
779,Dreamcast,2001-11-23,7705,88.0,9.1
780,PlayStation,2000-09-26,8128,88.0,7.4
781,Nintendo 64,2000-04-30,8277,88.0,8.1
782,PlayStation,1999-05-01,8642,88.0,8.7
783,Xbox 360,2009-08-19,4879,88.0,8.7
784,PlayStation Vita,2013-08-27,3410,88.0,7.9
785,GameCube,2005-02-08,6532,88.0,8.0
786,PC,2002-08-27,7428,88.0,9.1
787,Xbox One,2017-10-04,1911,88.0,5.6
788,Xbox 360,2011-11-08,4068,88.0,3.5
789,PlayStation 4,2017-04-25,2073,88.0,8.3
790,Xbox,2005-03-01,6511,88.0,7.9
791,PC,2019-03-22,1377,88.0,8.5
792,Wii U,2013-10-22,3354,88.0,8.5
793,PlayStation 2,2005-08-08,6351,88.0,8.0
794,Xbox Series X,2020-11-10,778,88.0,7.8
795,Xbox 360,2012-10-09,3732,88.0,8.2
796,PC,2011-08-02,4166,88.0,8.1
797,PC,2013-05-28,3501,88.0,8.7
798,PC,2011-03-22,4299,88.0,8.0
799,PlayStation,1999-09-30,8490,88.0,9.0
800,PlayStation 5,2022-09-02,117,88.0,6.2
801,Wii,2010-10-19,4453,88.0,7.4
802,Xbox 360,2012-06-20,3843,88.0,7.8
803,PlayStation 2,2002-05-28,7519,88.0,8.4
804,PC,2000-10-09,8115,88.0,6.8
805,Dreamcast,2000-08-29,8156,88.0,7.4
806,Xbox Series X,2022-08-30,120,88.0,7.4
807,Wii U,2014-05-30,3134,88.0,8.8
808,Wii U,2015-09-11,2665,88.0,8.7
809,PlayStation 3,2010-09-07,4495,88.0,7.2
810,Xbox One,2015-10-27,2619,88.0,7.6
811,PlayStation 3,2008-10-13,5189,88.0,8.9
812,PlayStation 2,2005-02-24,6516,88.0,8.6
813,PC,2005-10-17,6281,88.0,8.4
814,Xbox,2005-04-19,6462,88.0,8.8
815,PlayStation 4,2014-11-04,2976,88.0,7.8
816,Switch,2021-10-28,426,88.0,8.2
817,PC,2020-09-04,845,88.0,7.3
818,Xbox One,2013-11-19,3326,88.0,5.8
819,Xbox 360,2009-09-15,4852,88.0,8.3
820,Xbox 360,2010-02-09,4705,88.0,8.3
821,PC,2015-04-27,2802,88.0,8.3
822,PC,2001-03-28,7945,88.0,8.3
823,Nintendo 64,1997-11-24,9165,88.0,8.5
824,Nintendo 64,1997-07-01,9311,88.0,8.8
825,Xbox 360,2008-09-09,5223,88.0,8.3
826,Xbox One,2016-03-11,2483,88.0,8.2
827,PC,2022-06-24,187,88.0,8.3
828,PC,2021-07-15,531,88.0,7.7
829,PlayStation 4,2017-03-07,2122,88.0,8.9
830,DS,2005-06-28,6392,88.0,7.4
831,3DS,2012-10-23,3718,88.0,8.7
832,Xbox One,2016-11-10,2239,88.0,8.9
833,PlayStation 3,2008-09-09,5223,88.0,7.8
834,PlayStation 4,2016-10-11,2269,88.0,8.0
835,Switch,2018-09-06,1574,88.0,7.8
836,PlayStation 3,2009-09-15,4852,88.0,8.1
837,PlayStation 3,2007-11-16,5521,88.0,7.9
838,PC,2020-03-11,1022,88.0,8.7
839,Xbox One,2018-07-26,1616,88.0,7.5
840,Xbox 360,2006-11-20,5882,88.0,8.2
841,Xbox 360,2008-11-26,5145,88.0,7.7
842,Xbox,2004-09-20,6673,88.0,7.4
843,PC,2003-09-22,7037,88.0,7.4
844,PC,2003-07-01,7120,88.0,9.2
845,Xbox,2002-10-27,7367,88.0,6.9
846,Game Boy Advance,2002-05-11,7536,88.0,8.7
847,PC,1998-03-31,9038,88.0,9.1
848,PlayStation 3,2013-10-29,3347,88.0,8.2
849,PlayStation 3,2010-03-02,4684,88.0,8.5
850,PlayStation 3,2014-02-14,3239,88.0,4.8
851,Switch,2022-09-27,92,88.0,8.5
852,PC,2012-12-04,3676,88.0,8.4
853,Wii,2009-06-08,4951,88.0,7.6
854,PlayStation 5,2021-06-11,565,88.0,8.5
855,Xbox One,2020-03-19,1014,88.0,9.0
856,Xbox 360,2013-10-16,3360,88.0,6.1
857,PC,2005-02-16,6524,88.0,7.4
858,PC,2022-04-28,244,88.0,7.8
859,Xbox,2005-02-28,6512,88.0,8.2
860,Switch,2022-06-30,181,88.0,8.2
861,Xbox 360,2009-07-15,4914,88.0,8.4
862,Wii U,2014-06-26,3107,88.0,8.4
863,PlayStation Vita,2012-02-15,3969,88.0,8.4
864,Xbox 360,2005-11-16,6251,88.0,7.9
865,PlayStation 4,2016-09-16,2294,88.0,6.3
866,Xbox 360,2010-03-02,4684,88.0,8.6
867,DS,2008-04-22,5363,88.0,8.7
868,PC,2012-09-20,3751,88.0,8.5
869,PC,2016-02-05,2518,88.0,7.3
870,PlayStation 4,2016-11-10,2239,88.0,8.5
871,Switch,2022-04-12,260,88.0,8.6
872,Xbox One,2020-09-04,845,88.0,7.8
873,Switch,2019-07-04,1273,88.0,7.7
874,PlayStation 4,2018-03-27,1737,88.0,7.7
875,PC,2018-01-25,1798,88.0,8.4
876,PC,2017-09-29,1916,88.0,8.3
877,PlayStation 4,2015-10-27,2619,88.0,8.0
878,Xbox One,2014-11-18,2962,88.0,7.4
879,Xbox One,2014-07-02,3101,88.0,7.0
880,Xbox 360,2013-11-12,3333,88.0,7.7
881,PlayStation 2,2004-07-15,6740,88.0,8.8
882,Xbox,2003-09-09,7050,88.0,7.5
883,Xbox,2003-07-16,7105,88.0,7.9
884,Xbox,2002-11-12,7351,88.0,7.8
885,PlayStation 2,2002-11-04,7359,88.0,8.8
886,PlayStation 2,2002-10-27,7367,88.0,8.4
887,GameCube,2002-10-16,7378,88.0,8.5
888,Xbox,2002-02-25,7611,88.0,8.4
889,PlayStation 2,2001-05-21,7891,88.0,7.9
890,PC,1998-11-30,8794,88.0,8.8
891,PlayStation 3,2007-07-03,5657,88.0,7.6
892,3DS,2016-02-19,2504,88.0,7.9
893,Xbox 360,2010-10-27,4445,88.0,8.2
894,PSP,2007-10-09,5559,88.0,9.0
895,Xbox 360,2010-09-07,4495,88.0,7.7
896,Game Boy Advance,2001-11-18,7710,88.0,8.7
897,Xbox,2003-10-31,6998,88.0,8.6
898,Game Boy Advance,2005-05-23,6428,88.0,8.8
899,Switch,2021-04-14,623,88.0,6.8
900,PlayStation 5,2021-03-26,642,88.0,9.1
901,PC,2020-07-14,897,88.0,8.0
902,3DS,2013-10-12,3364,88.0,7.5
903,PlayStation 3,2010-11-09,4432,88.0,6.9
904,PlayStation 5,2021-09-14,470,88.0,6.5
905,PC,2001-11-19,7709,88.0,8.8
906,Xbox One,2015-03-11,2849,88.0,8.6
907,PC,2016-04-27,2436,88.0,8.7
908,Xbox,2006-07-18,6007,88.0,6.9
909,GameCube,2002-02-17,7619,88.0,5.3
910,PlayStation,2001-08-13,7807,88.0,7.3
911,PC,1998-09-30,8855,88.0,8.5
912,PC,2012-08-20,3782,88.0,5.0
913,PC,2022-11-18,40,88.0,5.6
914,Xbox 360,2012-04-17,3907,88.0,8.4
915,PC,2014-03-11,3214,88.0,5.7
916,PC,2019-11-12,1142,88.0,7.6
917,PSP,2005-10-24,6274,88.0,7.7
918,PlayStation 5,2022-02-18,313,88.0,8.0
919,Switch,2021-10-08,446,88.0,8.6
920,Xbox 360,2012-08-29,3773,88.0,7.9
921,PC,2006-11-13,5889,88.0,9.0
922,Switch,2019-06-28,1279,88.0,8.5
923,PC,2019-02-04,1423,88.0,6.1
924,PlayStation 2,2004-09-14,6679,88.0,9.0
925,PlayStation 4,2019-03-08,1391,88.0,8.4
926,Xbox,2005-04-03,6478,88.0,8.0
927,GameCube,2004-07-15,6740,88.0,7.6
928,PlayStation 2,2002-11-14,7349,88.0,6.6
929,GameCube,2002-07-31,7455,88.0,7.5
930,PC,2002-06-11,7505,88.0,7.5
931,PSP,2006-07-25,6000,88.0,8.3
932,PC,2013-10-17,3359,88.0,8.1
933,PlayStation 4,2019-05-21,1317,88.0,7.1
934,PC,2013-08-08,3429,88.0,7.5
935,PlayStation 3,2010-02-09,4705,88.0,8.3
936,PC,2022-10-19,70,88.0,4.6
937,Switch,2021-03-26,642,88.0,8.3
938,Xbox,2004-08-30,6694,88.0,7.9
939,PC,2010-02-09,4705,88.0,8.1
940,PC,2004-10-07,6656,88.0,8.9
941,Game Boy Advance,2003-11-03,6995,88.0,9.1
942,3DS,2016-03-10,2484,88.0,7.2
943,PC,2016-10-20,2260,88.0,7.0
944,PC,2016-10-21,2259,88.0,7.2
945,PC,2015-11-10,2605,88.0,8.3
946,PC,2012-05-15,3879,88.0,4.2
947,PC,2020-07-09,902,88.0,7.1
948,Switch,2019-01-31,1427,88.0,7.3
949,PlayStation 4,2018-04-10,1723,88.0,6.6
950,PC,2018-08-09,1602,88.0,6.8
951,PlayStation 3,2009-06-23,4936,88.0,7.6
952,Switch,2018-11-02,1517,88.0,7.4
953,Xbox,2005-01-25,6546,88.0,8.7
954,PC,2004-04-27,6819,88.0,8.8
955,PC,2004-11-22,6610,88.0,8.3
956,PC,2022-02-23,308,88.0,7.7
957,PlayStation 3,2010-12-21,4390,88.0,7.7
958,PC,2009-03-10,5041,88.0,7.7
959,Switch,2017-09-21,1924,88.0,8.5
960,PlayStation 3,2011-11-08,4068,88.0,3.4
961,PC,2022-11-14,44,88.0,7.1
962,Xbox 360,2010-09-28,4474,88.0,7.5
963,Xbox One,2019-02-04,1423,88.0,7.1
964,Xbox One,2017-10-27,1888,88.0,7.0
965,PlayStation Vita,2012-09-18,3753,88.0,8.5
966,PC,2006-04-22,6094,88.0,7.7
967,PlayStation 3,2012-09-25,3746,88.0,6.7
968,Switch,2018-05-29,1674,88.0,7.7
969,PC,2016-08-30,2311,88.0,7.6
970,PC,2018-05-08,1695,88.0,7.8
971,PC,2020-03-20,1013,88.0,8.8
972,Wii,2010-02-15,4699,88.0,7.9
973,GameCube,2005-02-22,6518,88.0,7.7
974,PlayStation 4,2016-10-13,2267,88.0,7.3
975,Xbox 360,2011-12-14,4032,88.0,7.7
976,Switch,2017-06-20,2017,88.0,7.9
977,Xbox,2003-10-21,7008,88.0,8.8
978,PlayStation 2,2003-09-16,7043,88.0,8.6
979,Xbox,2003-05-01,7181,88.0,5.9
980,Xbox,2002-10-17,7377,88.0,7.5
981,PC,2001-10-09,7750,88.0,7.8
982,PC,2001-06-21,7860,88.0,8.8
983,PC,2000-11-08,8085,88.0,9.2
984,PC,2016-11-01,2248,88.0,7.6
985,PlayStation 4,2015-10-13,2633,88.0,8.2
986,Xbox 360,2010-12-21,4390,88.0,8.0
987,PC,2003-08-14,7076,88.0,8.1
988,PC,2017-02-21,2136,88.0,7.7
989,PC,2022-08-30,120,88.0,6.4
990,PC,2015-03-11,2849,88.0,8.7
991,Xbox 360,2010-11-16,4425,88.0,7.3
992,PlayStation 4,2020-07-30,881,88.0,7.1
993,PSP,2005-03-22,6490,88.0,8.2
994,PC,2018-09-28,1552,88.0,7.7
995,Xbox Series X,2021-07-13,533,88.0,5.7
996,PlayStation 2,2005-02-28,6512,88.0,8.8
997,PlayStation 4,2017-06-20,2017,88.0,8.0
998,PlayStation 4,2017-02-07,2150,88.0,8.3
999,3DS,2013-06-09,3489,88.0,8.7
1000,PC,2000-06-28,8218,88.0,8.8
1001,PlayStation 5,2020-11-17,771,88.0,7.3
1002,PlayStation 4,2020-01-28,1065,88.0,6.1
1003,Xbox One,2018-04-11,1722,88.0,8.0
1004,PlayStation 3,2012-11-20,3690,88.0,8.0
1005,Xbox 360,2012-10-02,3739,88.0,7.3
1006,PC,2011-05-17,4243,88.0,8.4
1007,GameCube,2004-09-20,6673,88.0,7.5
1008,Xbox,2001-12-10,7688,88.0,8.3
1009,PlayStation,1998-10-31,8824,88.0,8.6
1010,PC,2009-05-05,4985,87.0,8.8
1011,Xbox 360,2013-10-22,3354,87.0,7.5
1012,PlayStation 3,2008-01-22,5454,87.0,7.7
1013,PlayStation 4,2014-07-01,3102,87.0,7.7
1014,PC,2004-08-03,6721,87.0,7.7
1015,PC,2018-01-23,1800,87.0,8.6
1016,Xbox One,2021-07-20,526,87.0,7.0
1017,PlayStation 4,2019-10-11,1174,87.0,8.0
1018,PlayStation 3,2008-06-03,5321,87.0,8.1
1019,Switch,2017-10-05,1910,87.0,8.7
1020,Xbox One,2019-03-08,1391,87.0,7.6
1021,PC,2010-11-30,4411,87.0,8.2
1022,Xbox One,2014-09-30,3011,87.0,8.0
1023,Xbox 360,2012-11-06,3704,87.0,7.1
1024,PC,2009-11-03,4803,87.0,8.8
1025,PC,2017-06-20,2017,87.0,9.0
1026,PlayStation 4,2015-11-24,2591,87.0,8.9
1027,PC,2021-01-20,707,87.0,7.5
1028,PlayStation 4,2016-09-27,2283,87.0,7.2
1029,PlayStation 3,2008-11-25,5146,87.0,7.7
1030,PlayStation 4,2017-05-16,2052,87.0,8.0
1031,PlayStation 5,2021-08-20,495,87.0,7.3
1032,PlayStation 2,2003-11-04,6994,87.0,8.8
1033,PlayStation 4,2016-01-26,2528,87.0,7.5
1034,Xbox One,2016-05-13,2420,87.0,8.5
1035,PlayStation 3,2009-06-30,4929,87.0,8.2
1036,Xbox,2004-05-04,6812,87.0,8.4
1037,Switch,2021-08-19,496,87.0,8.2
1038,PlayStation 4,2018-08-07,1604,87.0,7.8
1039,Xbox One,2016-10-18,2262,87.0,7.6
1040,PlayStation 5,2021-02-05,691,87.0,8.0
1041,PlayStation 4,2019-11-22,1132,87.0,6.7
1042,Xbox,2006-03-13,6134,87.0,6.1
1043,PlayStation 4,2020-04-10,992,87.0,8.1
1044,Xbox One,2016-04-12,2451,87.0,9.1
1045,PlayStation 3,2010-07-06,4558,87.0,7.6
1046,PlayStation 3,2010-10-26,4446,87.0,8.2
1047,DS,2011-03-06,4315,87.0,7.8
1048,DS,2010-07-11,4553,87.0,8.6
1049,3DS,2013-10-12,3364,87.0,7.5
1050,PC,2018-10-17,1533,87.0,8.9
1051,PC,2004-03-23,6854,87.0,7.9
1052,PlayStation 2,2001-12-02,7696,87.0,8.3
1053,PC,2001-11-12,7716,87.0,8.6
1054,PlayStation,2001-10-29,7730,87.0,7.8
1055,Dreamcast,2001-01-15,8017,87.0,8.8
1056,Dreamcast,2000-08-23,8162,87.0,8.7
1057,Switch,2019-04-17,1351,87.0,8.4
1058,PC,2009-02-05,5074,87.0,7.6
1059,Xbox 360,2008-10-13,5189,87.0,7.9
1060,PSP,2007-08-21,5608,87.0,8.3
1061,PlayStation 4,2018-01-16,1807,87.0,6.5
1062,PC,2010-03-02,4684,87.0,8.2
1063,Switch,2022-04-27,245,87.0,8.0
1064,PlayStation Vita,2013-04-09,3550,87.0,8.3
1065,PlayStation 3,2008-10-13,5189,87.0,7.5
1066,Switch,2019-08-30,1216,87.0,8.9
1067,Xbox One,2021-03-25,643,87.0,7.2
1068,PC,2014-03-31,3194,87.0,8.9
1069,PlayStation 2,2005-07-11,6379,87.0,8.6
1070,PC,2008-06-03,5321,87.0,7.9
1071,PlayStation 5,2022-03-04,299,87.0,2.1
1072,PlayStation 4,2017-02-21,2136,87.0,7.3
1073,PlayStation 3,2011-05-24,4236,87.0,7.2
1074,PlayStation 3,2009-10-08,4829,87.0,7.3
1075,PlayStation 5,2021-06-08,568,87.0,7.7
1076,PC,2015-04-23,2806,87.0,7.8
1077,Wii,2012-09-20,3751,87.0,7.7
1078,PlayStation 3,2012-05-15,3879,87.0,7.9
1079,PC,2020-04-29,973,87.0,6.7
1080,3DS,2016-11-18,2231,87.0,7.6
1081,PC,2008-02-04,5441,87.0,8.3
1082,Switch,2018-09-28,1552,87.0,7.7
1083,PlayStation 3,2014-08-26,3046,87.0,7.9
1084,Xbox 360,2008-04-09,5376,87.0,7.9
1085,PlayStation 3,2010-02-23,4691,87.0,7.8
1086,GameCube,2002-08-25,7430,87.0,8.3
1087,PC,2000-11-23,8070,87.0,7.6
1088,PC,2000-03-23,8315,87.0,8.9
1089,PSP,2011-02-14,4335,87.0,8.4
1090,PlayStation 2,2005-03-28,6484,87.0,8.5
